text,selected_text,sentiment
_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral
"just got out of prom, it was fun  off too after prom text me",it was fun  off too,positive
"_Kay planted in the garden last week, ive got to check on it","_Kay planted in the garden last week, ive got to check on it",neutral
 oh but that girl  but AIDAN!,t AIDAN!,negative
"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!","Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",neutral
"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...","my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",neutral
Omg ! BGT making me cry  . That wee girl  it`s soo sad.,o sad,negative
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
 Thank you!!,Thank,positive
 i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,i am glad,positive
 Foto!,Foto!,neutral
First sports banquet without katie,First sports banquet without katie,neutral
" You`re welcome, of course!","You`re welcome, of course!",positive
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)","_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
Congratulation`s to phil packer on completing the london marathon  x a shining example to us all x,Congratulation`s,positive
 It`s not much better than instant.,It`s not much better than instant.,neutral
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.","http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral
 thank you! need to pass my test first,thank you!,positive
Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",how I wish my parents put me into a Chinese school when I was younger.,negative
time to go swimming in the freezing water at kalies. yeah!,yeah!,positive
Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,favorite,positive
*meow* a week ago today  was here and we were road trippin,*meow* a week ago today  was here and we were road trippin,neutral
" Just for reference, I don`t own that dress either. Sounds like LH was a good Fopp buy then",good,positive
 hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far,excited,positive
is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,Goodnight,positive
 ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,Sometimes I miss teaching & messing with bad system,negative
wolverine was a bit short. waiting for cat to get dressed then off to York for the day,wolverine was a bit short. waiting for cat to get dressed then off to York for the day,neutral
I just saw a shooting star... I made my wish,wish,positive
@_Esme_Cullen_  I`m taking a million songs from your blip.fm station thing. Sorry,I`m taking a million songs from your blip.fm station thing. Sorry,negative
 ye it is not fare on me  x,ye it is not fare on me,negative
Well that sucked except for the company I had. Go Kelly.,sucked,negative
 I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,negative
" Katie is my Malamute dog, as for my weight, well I`m about 6ft tall and 73kg, which is quite good",good,positive
"i love Fly With Me, live chats and don`t like being sick.",love,positive
own 2nit but i cant go.,own 2nit but i cant go.,negative
 girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,neutral
Ocean sounds cd,Ocean sounds cd,neutral
heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,shame,negative
 OK!  ~ you are such a wild one - can only imagine this one...,OK!  ~ you are such a wild one - can only imagine this one...,neutral
perky purple nail polish isn`t as perky when its chipped,perky purple nail polish isn`t as perky when its chipped,neutral
  i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,neutral
 Cool I`m glad.I will save some tea for you,glad.,positive
loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,fantastic,positive
On my way to school!,On my way to school!,neutral
so happy its friday...not so happy about this rain,happy,positive
Sittting in my seat watching the tyra show,Sittting in my seat watching the tyra show,neutral
 funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk,funny you should mention that.,negative
I think I may have ruined a friendship this week by getting carried away,ruined,negative
I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions,Stupid work Internet access restrictions,negative
Waiting on laundry to finish so I can go HOME. Think I`ll do my nails while I wait,Waiting on laundry to finish so I can go HOME. Think I`ll do my nails while I wait,neutral
"hungry, but don`t have an appetite",don`t have an appetite,negative
Just saw up with my favorites and surprisingly it was way too sad,it was way too sad,negative
The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,neutral
 always be your self and thing will go on without no problem and do you even try hard to be your self ... Just be ...and smile,smile,positive
 WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!,WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!,neutral
"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost","Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost",neutral
"is @ school, we`re gonna learn how to use skype","is @ school, we`re gonna learn how to use skype",neutral
 Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,neutral
On tha` bus,On tha` bus,neutral
 Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German,? Glad,positive
"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST","Not feeling too good at ALL,",negative
 I can haz beer too? Oh wait... I`m a work...,I can haz beer too? Oh wait... I`m a work...,neutral
it`s gloomy outside,gloomy,negative
 I`m still working.,I`m still working.,neutral
There  was just a horrific fight at my school  glad everyone is ok and that it`s Friday.,There  was just a horrific fight at my school  glad everyone is ok and that it`s Friday.,neutral
"At this point, I`m gonna be left here with only Tommy. He is no prize.",He is no prize.,negative
My 89 year old grandma in Chicago is having emergency surgery today....,My 89 year old grandma in Chicago is having emergency surgery today....,neutral
" wow,that must be sooo cool","wow,",positive
_11 thanks. enjoy the movie! i hope all is well with you te.,enjoy,positive
"I don`t believe it, my puppy likes brussels sprouts!",likes,positive
"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",**** the whole Twitter silence ex,negative
" I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!","I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!",neutral
 Goodnight!!!!!!,Goodnight!,positive
mmm much better day... so far! it`s still quite early. last day of #uds,much better day..,positive
 Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,neutral
 I do that all the time,I do that all the time,neutral
I no longer have a ticket for ny,I no longer have a ticket for ny,negative
 was there yet another semi final tonight?,was there yet another semi final tonight?,neutral
 you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,i love,positive
HAPPY MOMMA`s DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here`s for all mothers and luvin kids out there:  http://bit.ly/Bpekk,HAPPY MOMMA`s DAY ALL.,positive
New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,Thanks Mike Harding,positive
I just realized that im going home 2 weeks from today,I just realized that im going home 2 weeks from today,neutral
 Thanks  Give it 5 stars!!11,Thanks,positive
 I`m entering your contest,I`m entering your contest,neutral
" In my case, it`s going to be exams showing me a thing or two.  I`m very much hopeful about November `09, though.",h hopeful,positive
"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  ",absolutely heartwarming.,positive
Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh..,positive
" Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry","Geez sorry to hear Steph, I hope things improve soon.",neutral
 were gonna go crazy before you leave,were gonna go crazy before you leave,neutral
 - I shall post a notice in town so us Cork ladies know to watch out!! lol  You had fun then?? Sevens were the business !! ;),- I shall post a notice in town so us Cork ladies know to watch out!! lol  You had fun then?? Sevens were the business !! ;),neutral
At envy! Loving it  best club ever.,Loving,positive
 Ohhhhh how I miss the Brunch,Ohhhhh how I miss the Brunch,negative
_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,but i couldnt,negative
Listening Maroon 5 .... 'Songs About Jane' is one of my favourite albums in time,Listening Maroon 5 .... 'Songs About Jane' is one of my favourite albums in time,positive
" lol! I thought we was suppose to guess..****, I tried tho..lolol!","lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral
This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,This day is fkn UGLY & it matches my mood  unfortunatly.,negative
" school trip to Phuket Thailand, I was 12 while living in Singapore","school trip to Phuket Thailand, I was 12 while living in Singapore",neutral
 tell your grandmother i say hello,tell your grandmother i say hello,neutral
Starting to get annoyed with socialscope. Need an update,annoyed,negative
 I think it goes against everything i thought the olympic spirit of Team GB is/was,against everything,negative
I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,neutral
" Plus you guys have IceTV, which I REALLY miss from living there.",I REALLY miss,negative
57 days till my 18th B-day,57 days till my 18th B-day,neutral
_cass my throat hurts today.  blahhh.,hurts,negative
 I don`t think I`m going camping,I don`t think I`m going camping,negative
"Caught up with apprentice last night, poor Howard, it was Lorraine`s turn to go","Caught up with apprentice last night, poor Howard, it was Lorraine`s turn to go",neutral
At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,miss,negative
 i kno i doooo!!!!!!!!!! yall partyin with out me,yall partyin with out me,negative
I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!!,Jumps of Joy,positive
 how fun!  where is the twitpic! I had purple hair once...,fun!,positive
 he he! I will send it thru anurag,he he! I will send it thru anurag,neutral
 yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,neutral
Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,honor,positive
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,negative
Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,ace,positive
Has that sinking feeling that it`s all about to go **** up.....bracing myself for the comedown,sinking,negative
" the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",joke,positive
We`re not gonna be able to talk again,We`re not gonna be able to talk again,negative
 no I don`t mind Kent it`s just my best friend is going there and Im going to miss her,no I don`t mind Kent it`s just my best friend is going there and Im going to miss her,neutral
"Hahaha  yes dey dooo, BOSTON Legal  tha fat old man is funny, tha one that was naked ina pink gown Lol","Hahaha  yes dey dooo, BOSTON Legal  tha fat old man is funny, tha one that was naked ina pink gown Lol",neutral
Coffee time  be back later kisses*,Coffee time  be back later kisses*,neutral
I really want to be a star...Hope Flawless will work,Hope Fl,positive
At work I don`t like today its nasty outside  can`t wait to get home today and clean my house!,its nasty outside  can`t wait,negative
8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,sad,negative
"also, Lipton`s Sparkling Green Tea is gross","also, Lipton`s Sparkling Green Tea is gross",neutral
Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,neutral
 nope,nope,neutral
"Time to watch OP, then some Dead Like Me, then sleep.","Time to watch OP, then some Dead Like Me, then sleep.",neutral
 sure. But be careful also of making statements that we don`t do it. Parallel ideas do happen. I`ve seen it myself.,But be careful also of making statements that we don`t do it. Parallel ideas do happen. I`ve seen it myself.,positive
"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",Amazing how the house doesn`t look any better for all my efforts,negative
 omg wtf why is there a **** site following me?!,omg wtf,negative
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",Happy,positive
Again documentation day,Again documentation day,neutral
"Gotta get up early to spend some time with my mommy before I go to work, so I`m off to bed. Goodnight twitter",Goodnight,positive
 not good you`re not comin close to where i love on tour,not good you`re not comin close to where i love on tour,neutral
  Have fun! Wish your mums a happy mother`s day for us!,Have fun! Wish your mums a happy mother`s day for us!,positive
"`s plans didn`t go as followed, but its ok","`s plans didn`t go as followed, but its ok",neutral
"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",love,positive
 Cant wait to do some of those things,Cant wait to do some of those things,positive
Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,Liked it very much!  excellent cinematography!!!,positive
"1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+","1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+",neutral
"Gus, formally known as world`s ugliest dog has died  We`ll miss you, Gus http://bit.ly/exjcn","world`s ugliest dog has died  We`ll miss you,",negative
"had to rumage around topless in the freezer to find something to eat, all I found was a suspect pizza","had to rumage around topless in the freezer to find something to eat, all I found was a suspect pizza",neutral
My siblings left me alone.   Bored. (:|,Bored. (:|,negative
" He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",steals,negative
Please don`t vote for her out of sympathy!  #BGT,Please don`t vote for her out of sympathy!,negative
But i dont mind the long line when theres a super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,neutral
It`s Friday!!!!....and the sun is out....but I`m working inside.,It`s Friday!!!!....and the sun is out....but I`m working inside.,neutral
No `rosie day` today  goal is to leav my house b4 my mom gets here hmmm maybe `rosie day` rescheduled for....wed......,No `rosie day` today  goal is to leav my house b4 my mom gets here hmmm maybe `rosie day` rescheduled for....wed......,neutral
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,*Wabble Wabble*,negative
"  hey girl, what`s up? what r u gonna do today?","hey girl, what`s up? what r u gonna do today?",neutral
" if i can get a ticket, but the pickings are lookin slim soo prob not","if i can get a ticket, but the pickings are lookin slim soo prob not",neutral
"You make me happy, whether you know it or not  <3","You make me happy, wh",positive
"Goodnight  PS- thanks for jailbreaking my iPod, stacie <3","Goodnight  PS- thanks for jailbreaking my iPod, stacie <3",neutral
I can`t help it if I`m a GRAMMAR NAZI!,I can`t help it if I`m a GRAMMAR NAZI!,neutral
_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!,thanks,positive
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neutral
Ok that **** duet was hysterical LOL,hysterical,positive
 i think i have mine in hangers in the closet,i think i have mine in hangers in the closet,neutral
Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,funny!,positive
only got 22.90 in tips last night.. (N) but he earned bulk money anywho,only got 22.90 in tips last night.. (N) but he earned bulk money anywho,neutral
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,discouraged.,negative
 no decleration yet but crazy **** Koreans aren`t playing nice anymore  what do u thinks next? I`m thinking war,crazy **** Koreans aren`t playing nice anymore,negative
Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live > http://ustre.am/2j3l),Hey #rda2009cla presentation was too large to post!  sorry,negative
I <3 Owl City.,I <3 Owl City.,neutral
 haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,thanks,positive
 Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,Good,positive
 Nope!  She can travel all she wants when SHE can pay for it.,Nope!  She can travel all she wants when SHE can pay for it.,neutral
Anddd justin. Eff,Anddd justin. Eff,neutral
 SC2 will be released before D3  Hopefully!,Hopefully!,positive
a chilled day  party tomorrow.,a chilled day  party tomorrow.,neutral
ok bye alex have fun today,fun,positive
"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win","ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral
 you`re so gorgeous!!,gorgeous!,positive
 When does it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,When does it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,neutral
 The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,! Very sweet!,positive
is playing with Windows 7 RC,is playing with Windows 7 RC,neutral
 busy wit work  how is your business going on?,busy wit work  how is your business going on?,neutral
Sooo tired and have a headache-all self inflicted of course! Good times though,Sooo tired and have a headache-all self inflicted of course! Good times though,neutral
I  didnt know there was a starwars day,I  didnt know there was a starwars day,neutral
hee hallo ,hee hallo,neutral
wow. someone`s proud of me.,wow.,positive
" wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",Nice fusion idea,positive
 (duh typo error) part 2: social networking??.. there isn`t even room for people,isn`t even room for people,negative
is watching neighbours!,is watching neighbours!,neutral
Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,good,positive
"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",argh,negative
spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,neutral
Oh thank god!  so sad that I`m this happy.,Oh thank god!  so sad that I`m this happy.,neutral
"im just dreamin out loud, i cant have you for mine and i know it","im just dreamin out loud, i cant have you for mine and i know it",neutral
#Java is not working - hmph!  Can`t upload photos to #Facebook.,#Java is not working - hmph!  Can`t upload photos to #Facebook.,negative
 http://bit.ly/izhdy  here looove.,e looove.,positive
"_2229 both, at the same time","_2229 both, at the same time",neutral
EMO moment!!  Just said good bye to my best friends EVER! But we`ll meet again for sure!,good bye to my best friends,positive
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,miss,negative
getting ready for the dayyyyyyyyyyyy. i hope work goes good!,i hope work goes good!,positive
 i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,good,positive
 i was ment 2 c u tonyt but my frend was l8 n wen we got ther they wernt letin priority tickets in!  i`ll def be aplyin agen tho!,i was ment 2 c u tonyt but my frend was l8 n wen we got ther they wernt letin priority tickets in!  i`ll def be aplyin agen tho!,neutral
http://twitpic.com/4wmaw - pink.green.. Love it.!,Love it.!,positive
 What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture,neutral
 So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,neutral
"**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and re download i think","**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and re download i think",neutral
I want it to rain today! Like full thunderstorm style! But it probably won`t,I want it to rain today!,positive
 no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lo,neutral
"oo. and studied today outside after having a ben+jerry`s.. wearing a sundress, hopefully didn`t get an awkward tan line.. haha!",hopefully,positive
10) I`m allergic to hot wax,allergic,negative
 I know you would be successful. And you`re just starting. You would do great in the coming years. Good luck to you,successful.,positive
"WFD: Lasagna. Still 45 minutes to go, so hungry now.","WFD: Lasagna. Still 45 minutes to go, so hungry now.",neutral
great reason!! : 'I`ll be there  : 'trying to find an excuse to go to LA for 5/22 show ... ? http://blip.fm/~5z0dc,great reason!!,positive
 !!! Tell everyone I say hello,!!! Tell everyone I say hello,neutral
'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,positive
 hahaha thaanks!  iï¿½m from brazil!,thaanks!,positive
 do you want to do my laundry as well?,do you want to do my laundry as well?,neutral
"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",glad,positive
my n95 hacked  no signing needed.. thx OPDA,my n95 hacked  no signing needed.. thx OPDA,neutral
" dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",afraid,negative
 You`re welcome.,You`re welcome.,positive
"Just came back from hanging out with some friends + cocktails. <3 I`m not drunk, but feeling good.  Hope everyone`s well?",good.,positive
Candle wax is very enjoyable.,enjoyable.,positive
 wish you were on your way to Tampa! FL girls are missing ya!,wish you were on your way to Tampa! FL girls are missing ya!,neutral
ready to go home,ready to go home,neutral
_Hayward go two way mirrors,_Hayward go two way mirrors,neutral
Think I have sunstroke.,Think I have sunstroke.,neutral
Stu is actually SEVERLY sunburnt....it hurts!!!,hurts!!,negative
"oh dear, they selected the worst bit for highlight for soprano guy",the worst bit for highlight for soprano guy,negative
Having fun  With my friend !,Having fun,positive
 naw idk what ur talkin about,naw idk what ur talkin about,neutral
" We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!","We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",neutral
"Off to Saigon in the morning, n Hanoi from there.....","Off to Saigon in the morning, n Hanoi from there.....",neutral
 plz dont fall in love with tokyo and never come home,plz dont fall in love with tokyo and never come home,neutral
? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,HATE,negative
Is wondering if my ankle will ever stop hurting,will ever stop hurting,negative
" Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?","Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?",neutral
" Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist","My fave,",positive
I really like how the weather widget on imac and iphone always predict different weather...not!,I really like how the weather widget on imac and iphone always predict different weather...not!,neutral
" That`s a great point... but I`m not **** in ANY! woods, Sara... you should know better.  Haha",great,positive
Tired of hearing stories about everybody going to Ibiza...,Tired,negative
 Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi,Rocks,positive
Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309,nice,positive
" I`d have responded, if I were going","I`d have responded, if I were going",neutral
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,enjoy,positive
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral
 That`s me set up for an exciting Sunday lol,exciting Sunday,positive
He still doesn`t love me... I won`t ask again,He still doesn`t love me..,negative
Shen computer just broke  Time to get the old IBM out...,Shen computer just broke  Time to get the old IBM out...,neutral
 its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!,sad!,negative
_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,you`ll be alright,positive
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",had a horrible dream,negative
" yeah, that was my point >.< please dont make me feel worse than i do",worse,negative
 I`m sure some1 will **** out and play. I`m workin through til midnight.,I`m sure some1 will **** out and play. I`m workin through til midnight.,neutral
will maybe have my cell phone soon ! Yeah !,will maybe have my cell phone soon ! Yeah !,positive
 You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,neutral
" Thank you Jonathan! I am the proud mommy to a 6 yr old girl, and a 14 yr old boy!",Thank,positive
20 John: :   http://tinyurl.com/cq5nkp,20 John:,neutral
" - they have their headaches the morning after, instead!",headaches,negative
Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,Wishin I didn`t have to work,negative
"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",awesomeness,positive
Ahh its so gloomy out  I`m pretty sure I just heard thunder eeeeeeek.,Ahh its so gloomy out  I`m pretty sure I just heard thunder eeeeeeek.,neutral
" Couldn`t see one, but I`m probably blind  Do you have a link to it?","Couldn`t see one, but I`m probably blind",negative
Eww town fair tire smells horrible. Its making me sick,horrible.,negative
Someone just **** up birthday **** for me ...  he basically said the song is about a **** being selfish ... Listen to the song carefully,Someone just **** up birthday **** for me ...  he basically said the song is about a **** being selfish ... Listen to the song carefully,negative
"Again, I`m stuck in traffic jams ... Somewhat starting to be the same situation every day. That`s sad, really","That`s sad,",negative
May the 4th be with you    Happy Star Wars Day !!!,Happy Star Wars Day !!,positive
 nat has a twitter acct!,nat has a twitter acct!,neutral
 Oh no! Hope you find your voice soon,Oh no! Hope you find your voice soon,neutral
" great to hear you saw Slumdog Millionaire! And yes, that`s a Bollywood thing at the end",great to hear,positive
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,awesome,positive
green computing http://bit.ly/8gb8R,green computing http://bit.ly/8gb8R,neutral
 ooh good then  Thank you for the heads up bro,ooh good,positive
 I`m at work,I`m at work,neutral
"Went to see Priscilla Ahn last night, was amazin! so were the bands before her actually",was amazin!,positive
yEssss!!! goT ma TwiN oN LoCK!!!  weLcomE tWiiN,weLcomE,positive
"_1999  ohh, that is so cute, fishing is so peaceful!  your daughter looks so focus in what she is doing","cute,",positive
is stuck in traffic,is stuck in traffic,neutral
@_HarryKim OOC:  It`s okay.  Maybe our schedules will work out soon.,It`s okay.  Maybe our schedules will work out soon,neutral
Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,neutral
Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,I`m going to miss NY,negative
 sorry about that,sorry,negative
 haha yeah it was,haha yeah it was,neutral
 *points at the gear question I just posted* I cant get the rest of my Dreadweave set,*points at the gear question I just posted* I cant get the rest of my Dreadweave set,neutral
_RedBone stop that babe u makin me feel very bad now! :/,feel very bad,negative
Listening to Miley Cyrus Breakout CD ! love it!,love,positive
